Durchfluss [mm/h]                  
YYYY MM DD HH  49.3 km²    15.4 km²
YYYY MM DD HH  5630650     5622180 
1999 08 13 19   0.0174     0.0162
1999 08 13 20   0.0174     0.0162
1999 08 13 21   0.0174     0.0162
1999 08 13 22   0.0174     0.0162
1999 08 13 23   0.0174     0.0162
1999 08 14 00   0.0174     0.0163
1999 08 14 01   0.0174     0.0163
1999 08 14 02   0.0174     0.0163
1999 08 14 03   0.0174     0.0163
1999 08 14 04   0.0174     0.0163
1999 08 14 05   0.0174     0.0163
1999 08 14 06   0.0174     0.0163
1999 08 14 07   0.0174     0.0163
1999 08 14 08   0.0174     0.0163
1999 08 14 09   0.0174     0.0163
1999 08 14 10   0.0174     0.0164
1999 08 14 11   0.0174     0.0164
1999 08 14 12   0.0174     0.0164
1999 08 14 13   0.0174     0.0164
1999 08 14 14   0.0174     0.0164
1999 08 14 15   0.0174     0.0164
1999 08 14 16   0.0174     0.0164
1999 08 14 17   0.0174     0.0164
1999 08 14 18   0.0174     0.0164
1999 08 14 19   0.0174     0.0164
1999 08 14 20   0.0174     0.0165
1999 08 14 21   0.0174     0.0165
1999 08 14 22   0.0174     0.0165
1999 08 14 23   0.0174     0.0165
1999 08 15 00   0.0174     0.0165
1999 08 15 01   0.0174     0.0165
1999 08 15 02   0.0174     0.0165
1999 08 15 03   0.0174     0.0165
1999 08 15 04   0.0174     0.0165
1999 08 15 05   0.0174     0.0165
1999 08 15 06   0.0174     0.0166
1999 08 15 07   0.0174     0.0162
1999 08 15 08   0.0174     0.0162
1999 08 15 09   0.0174     0.0162
1999 08 15 10   0.0174     0.0163
1999 08 15 11   0.0174     0.0163
1999 08 15 12   0.0174     0.0163
1999 08 15 13   0.0174     0.0163
1999 08 15 14   0.0174     0.0163
1999 08 15 15   0.0174     0.0163
1999 08 15 16   0.0174     0.0163
1999 08 15 17   0.0174     0.0163
1999 08 15 18   0.0174     0.0163
1999 08 15 19   0.0174     0.0163
1999 08 15 20   0.0174     0.0163
1999 08 15 21   0.0174     0.0159
1999 08 15 22   0.0174     0.0159
1999 08 15 23   0.0174     0.0159
1999 08 16 00   0.0174     0.0159
1999 08 16 01   0.0174     0.0159
1999 08 16 02   0.0174     0.0159
1999 08 16 03   0.0174     0.0159
1999 08 16 04   0.0174     0.0160
1999 08 16 05   0.0174     0.0160
1999 08 16 06   0.0174     0.0160
1999 08 16 07   0.0174     0.0160
1999 08 16 08   0.0174     0.0160
1999 08 16 09   0.0174     0.0160
1999 08 16 10   0.0174     0.0160
1999 08 16 11   0.0174     0.0160
1999 08 16 12   0.0174     0.0161
1999 08 16 13   0.0174     0.0161
1999 08 16 14   0.0174     0.0161
1999 08 16 15   0.0174     0.0161
1999 08 16 16   0.0174     0.0161
1999 08 16 17   0.0174     0.0161
1999 08 16 18   0.0174     0.0161
1999 08 16 19   0.0174     0.0162
1999 08 16 20   0.0174     0.0162
1999 08 16 21   0.0174     0.0162
1999 08 16 22   0.0174     0.0162
1999 08 16 23   0.0174     0.0162
1999 08 17 00   0.0174     0.0162
1999 08 17 01   0.0174     0.0162
1999 08 17 02   0.0174     0.0163
1999 08 17 03   0.0174     0.0163
1999 08 17 04   0.0174     0.0163
1999 08 17 05   0.0174     0.0163
1999 08 17 06   0.0174     0.0163
1999 08 17 07   0.0174     0.0163
1999 08 17 08   0.0174     0.0163
1999 08 17 09   0.0174     0.0164
1999 08 17 10   0.0174     0.0174
1999 08 17 11   0.0174     0.0174
1999 08 17 12   0.0174     0.0174
1999 08 17 13   0.0174     0.0174
1999 08 17 14   0.0174     0.0174
1999 08 17 15   0.0174     0.0175
1999 08 17 16   0.0174     0.0175
1999 08 17 17   0.0174     0.0175
1999 08 17 18   0.0174     0.0175
1999 08 17 19   0.0174     0.0175
1999 08 17 20   0.0174     0.0175
1999 08 17 21   0.0174     0.0175
1999 08 17 22   0.0174     0.0176
1999 08 17 23   0.0174     0.0176
1999 08 18 00   0.0174     0.0176
1999 08 18 01   0.0174     0.0176
1999 08 18 02   0.0174     0.0176
1999 08 18 03   0.0174     0.0176
1999 08 18 04   0.0174     0.0176
1999 08 18 05   0.0174     0.0177
1999 08 18 06   0.0174     0.0177
1999 08 18 07   0.0174     0.0177
1999 08 18 08   0.0174     0.0177
1999 08 18 09   0.0174     0.0177
1999 08 18 10   0.0174     0.0177
1999 08 18 11   0.0174     0.0177
1999 08 18 12   0.0174     0.0178
1999 08 18 13   0.0174     0.0178
1999 08 18 14   0.0174     0.0178
1999 08 18 15   0.0174     0.0178
1999 08 18 16   0.0174     0.0178
1999 08 18 17   0.0174     0.0178
1999 08 18 18   0.0174     0.0178
1999 08 18 19   0.0174     0.0175
1999 08 18 20   0.0174     0.0175
1999 08 18 21   0.0174     0.0175
1999 08 18 22   0.0174     0.0176
1999 08 18 23   0.0174     0.0176
1999 08 19 00   0.0174     0.0208
1999 08 19 01   0.0278     0.0284
1999 08 19 02   0.0278     0.0336
1999 08 19 03   0.0278     0.0347
1999 08 19 04   0.0278     0.0347
1999 08 19 05   0.0278     0.0347
1999 08 19 06   0.0278     0.0322
1999 08 19 07   0.0278     0.0294
1999 08 19 08   0.0278     0.0285
1999 08 19 09   0.0278     0.0281
1999 08 19 10   0.0278     0.0267
1999 08 19 11   0.0278     0.0263
1999 08 19 12   0.0223     0.0263
1999 08 19 13   0.0223     0.0255
1999 08 19 14   0.0223     0.0243
1999 08 19 15   0.0223     0.0243
1999 08 19 16   0.0223     0.0227
1999 08 19 17   0.0223     0.0219
1999 08 19 18   0.0223     0.0215
1999 08 19 19   0.0174     0.0212
1999 08 19 20   0.0174     0.0212
1999 08 19 21   0.0174     0.0212
1999 08 19 22   0.0174     0.0197
1999 08 19 23   0.0174     0.0197
1999 08 20 00   0.0174     0.0197
1999 08 20 01   0.0174     0.0197
1999 08 20 02   0.0174     0.0198
1999 08 20 03   0.0174     0.0198
1999 08 20 04   0.0174     0.0198
1999 08 20 05   0.0174     0.0198
1999 08 20 06   0.0174     0.0198
1999 08 20 07   0.0174     0.0198
1999 08 20 08   0.0174     0.0199
1999 08 20 09   0.0174     0.0199
1999 08 20 10   0.0174     0.0199
1999 08 20 11   0.0174     0.0185
1999 08 20 12   0.0174     0.0185
1999 08 20 13   0.0174     0.0185
1999 08 20 14   0.0174     0.0185
1999 08 20 15   0.0174     0.0185
1999 08 20 16   0.0174     0.0185
1999 08 20 17   0.0174     0.0185
1999 08 20 18   0.0174     0.0186
1999 08 20 19   0.0174     0.0186
1999 08 20 20   0.0174     0.0186
1999 08 20 21   0.0174     0.0159
1999 08 20 22   0.0174     0.0159
1999 08 20 23   0.0174     0.0159
1999 08 21 00   0.0174     0.0159
1999 08 21 01   0.0174     0.0160
1999 08 21 02   0.0174     0.0160
1999 08 21 03   0.0174     0.0160
1999 08 21 04   0.0174     0.0160
1999 08 21 05   0.0174     0.0160
1999 08 21 06   0.0174     0.0160
1999 08 21 07   0.0174     0.0160
1999 08 21 08   0.0174     0.0160
1999 08 21 09   0.0174     0.0161
1999 08 21 10   0.0223     0.0164
1999 08 21 11   0.0223     0.0188
1999 08 21 12   0.0223     0.0218
1999 08 21 13   0.0223     0.0218
1999 08 21 14   0.0223     0.0219
1999 08 21 15   0.0223     0.0219
1999 08 21 16   0.0223     0.0215
1999 08 21 17   0.0223     0.0211
1999 08 21 18   0.0223     0.0208
1999 08 21 19   0.0223     0.0200
1999 08 21 20   0.0223     0.0197
1999 08 21 21   0.0223     0.0193
1999 08 21 22   0.0223     0.0190
1999 08 21 23   0.0223     0.0183
1999 08 22 00   0.0223     0.0183
1999 08 22 01   0.0223     0.0183
1999 08 22 02   0.0223     0.0180
1999 08 22 03   0.0223     0.0177
1999 08 22 04   0.0223     0.0173
1999 08 22 05   0.0174     0.0170
1999 08 22 06   0.0174     0.0167
1999 08 22 07   0.0174     0.0164
1999 08 22 08   0.0174     0.0157
1999 08 22 09   0.0174     0.0157
1999 08 22 10   0.0174     0.0158
1999 08 22 11   0.0174     0.0151
1999 08 22 12   0.0174     0.0148
1999 08 22 13   0.0174     0.0148
1999 08 22 14   0.0174     0.0142
1999 08 22 15   0.0174     0.0143
1999 08 22 16   0.0174     0.0140
1999 08 22 17   0.0174     0.0136
1999 08 22 18   0.0174     0.0136
1999 08 22 19   0.0174     0.0136
1999 08 22 20   0.0174     0.0136
1999 08 22 21   0.0174     0.0136
1999 08 22 22   0.0174     0.0136
1999 08 22 23   0.0174     0.0136
1999 08 23 00   0.0174     0.0136
1999 08 23 01   0.0174     0.0136
1999 08 23 02   0.0174     0.0136
1999 08 23 03   0.0174     0.0136
1999 08 23 04   0.0174     0.0136
1999 08 23 05   0.0174     0.0136
1999 08 23 06   0.0174     0.0136
1999 08 23 07   0.0174     0.0137
1999 08 23 08   0.0174     0.0137
1999 08 23 09   0.0174     0.0137
1999 08 23 10   0.0174     0.0137
1999 08 23 11   0.0174     0.0137
1999 08 23 12   0.0174     0.0137
1999 08 23 13   0.0174     0.0137
1999 08 23 14   0.0174     0.0128
1999 08 23 15   0.0174     0.0128
1999 08 23 16   0.0174     0.0129
1999 08 23 17   0.0174     0.0129
1999 08 23 18   0.0174     0.0129
1999 08 23 19   0.0174     0.0129
1999 08 23 20   0.0174     0.0120
1999 08 23 21   0.0174     0.0121
1999 08 23 22   0.0174     0.0121
1999 08 23 23   0.0174     0.0121
1999 08 24 00   0.0174     0.0121
1999 08 24 01   0.0174     0.0115
1999 08 24 02   0.0174     0.0115
1999 08 24 03   0.0174     0.0116
1999 08 24 04   0.0174     0.0116
1999 08 24 05   0.0174     0.0113
1999 08 24 06   0.0174     0.0113
1999 08 24 07   0.0174     0.0113
1999 08 24 08   0.0174     0.0113
1999 08 24 09   0.0174     0.0113
1999 08 24 10   0.0174     0.0113
1999 08 24 11   0.0174     0.0113
1999 08 24 12   0.0174     0.0113
1999 08 24 13   0.0174     0.0114
1999 08 24 14   0.0174     0.0114
1999 08 24 15   0.0174     0.0114
1999 08 24 16   0.0174     0.0106
1999 08 24 17   0.0174     0.0106
1999 08 24 18   0.0130     0.0106
1999 08 24 19   0.0130     0.0106
1999 08 24 20   0.0130     0.0106
1999 08 24 21   0.0130     0.0106
1999 08 24 22   0.0130     0.0106
1999 08 24 23   0.0130     0.0106
1999 08 25 00   0.0130     0.0106
1999 08 25 01   0.0130     0.0107
1999 08 25 02   0.0130     0.0097
1999 08 25 03   0.0130     0.0097
1999 08 25 04   0.0130     0.0097
1999 08 25 05   0.0130     0.0097
1999 08 25 06   0.0130     0.0097
1999 08 25 07   0.0130     0.0097
1999 08 25 08   0.0130     0.0097
1999 08 25 09   0.0130     0.0095
1999 08 25 10   0.0130     0.0095
1999 08 25 11   0.0130     0.0095
1999 08 25 12   0.0130     0.0095
1999 08 25 13   0.0130     0.0095
1999 08 25 14   0.0130     0.0093
1999 08 25 15   0.0130     0.0093
1999 08 25 16   0.0130     0.0093
1999 08 25 17   0.0130     0.0093
1999 08 25 18   0.0130     0.0093
1999 08 25 19   0.0130     0.0086
1999 08 25 20   0.0130     0.0086
1999 08 25 21   0.0130     0.0086
1999 08 25 22   0.0130     0.0086
1999 08 25 23   0.0130     0.0086
1999 08 26 00   0.0130     0.0086
1999 08 26 01   0.0130     0.0086
1999 08 26 02   0.0130     0.0086
1999 08 26 03   0.0130     0.0087
1999 08 26 04   0.0130     0.0087
1999 08 26 05   0.0130     0.0080
1999 08 26 06   0.0130     0.0080
1999 08 26 07   0.0130     0.0080
1999 08 26 08   0.0130     0.0080
1999 08 26 09   0.0130     0.0080
1999 08 26 10   0.0130     0.0080
1999 08 26 11   0.0130     0.0080
1999 08 26 12   0.0130     0.0080
1999 08 26 13   0.0130     0.0080
1999 08 26 14   0.0130     0.0081
1999 08 26 15   0.0130     0.0081
1999 08 26 16   0.0130     0.0072
1999 08 26 17   0.0130     0.0072
1999 08 26 18   0.0130     0.0072
1999 08 26 19   0.0130     0.0072
1999 08 26 20   0.0130     0.0072
1999 08 26 21   0.0130     0.0073
1999 08 26 22   0.0130     0.0073
1999 08 26 23   0.0130     0.0073
1999 08 27 00   0.0130     0.0073
1999 08 27 01   0.0130     0.0073
1999 08 27 02   0.0130     0.0073
1999 08 27 03   0.0130     0.0073
1999 08 27 04   0.0130     0.0073
1999 08 27 05   0.0130     0.0073
1999 08 27 06   0.0130     0.0073
1999 08 27 07   0.0130     0.0073
1999 08 27 08   0.0130     0.0073
1999 08 27 09   0.0130     0.0067
1999 08 27 10   0.0130     0.0067
1999 08 27 11   0.0130     0.0067
1999 08 27 12   0.0130     0.0067
1999 08 27 13   0.0130     0.0067
1999 08 27 14   0.0130     0.0067
1999 08 27 15   0.0130     0.0067
1999 08 27 16   0.0130     0.0067
1999 08 27 17   0.0130     0.0068
1999 08 27 18   0.0130     0.0068
1999 08 27 19   0.0130     0.0068
1999 08 27 20   0.0130     0.0068
1999 08 27 21   0.0130     0.0068
1999 08 27 22   0.0130     0.0068
1999 08 27 23   0.0130     0.0068
1999 08 28 00   0.0130     0.0064
1999 08 28 01   0.0130     0.0060
1999 08 28 02   0.0130     0.0060
1999 08 28 03   0.0130     0.0060
1999 08 28 04   0.0130     0.0061
1999 08 28 05   0.0130     0.0061
1999 08 28 06   0.0130     0.0061
1999 08 28 07   0.0130     0.0061
1999 08 28 08   0.0130     0.0061
1999 08 28 09   0.0130     0.0061
1999 08 28 10   0.0130     0.0061
1999 08 28 11   0.0130     0.0061
1999 08 28 12   0.0130     0.0061
1999 08 28 13   0.0130     0.0057
1999 08 28 14   0.0130     0.0057
1999 08 28 15   0.0130     0.0057
1999 08 28 16   0.0130     0.0057
1999 08 28 17   0.0130     0.0057
1999 08 28 18   0.0130     0.0058
1999 08 28 19   0.0130     0.0058
1999 08 28 20   0.0130     0.0058
1999 08 28 21   0.0130     0.0058
1999 08 28 22   0.0174     0.0058
1999 08 28 23   0.0174     0.0058
1999 08 29 00   0.0174     0.0058
1999 08 29 01   0.0174     0.0058
1999 08 29 02   0.0174     0.0058
1999 08 29 03   0.0174     0.0058
1999 08 29 04   0.0174     0.0058
1999 08 29 05   0.0174     0.0058
1999 08 29 06   0.0174     0.0058
1999 08 29 07   0.0174     0.0058
1999 08 29 08   0.0174     0.0058
1999 08 29 09   0.0174     0.0058
1999 08 29 10   0.0174     0.0058
1999 08 29 11   0.0174     0.0058
1999 08 29 12   0.0174     0.0058
1999 08 29 13   0.0174     0.0058
1999 08 29 14   0.0174     0.0058
1999 08 29 15   0.0174     0.0058
1999 08 29 16   0.0174     0.0057
1999 08 29 17   0.0174     0.0055
1999 08 29 18   0.0174     0.0051
1999 08 29 19   0.0174     0.0051
1999 08 29 20   0.0174     0.0051
1999 08 29 21   0.0174     0.0051
1999 08 29 22   0.0174     0.0051
1999 08 29 23   0.0174     0.0051
1999 08 30 00   0.0174     0.0051
1999 08 30 01   0.0174     0.0051
1999 08 30 02   0.0174     0.0051
1999 08 30 03   0.0174     0.0051
1999 08 30 04   0.0174     0.0051
1999 08 30 05   0.0174     0.0051
1999 08 30 06   0.0174     0.0051
1999 08 30 07   0.0174     0.0051
1999 08 30 08   0.0174     0.0051
1999 08 30 09   0.0174     0.0051
1999 08 30 10   0.0174     0.0051
1999 08 30 11   0.0174     0.0052
1999 08 30 12   0.0174     0.0052
1999 08 30 13   0.0174     0.0052
1999 08 30 14   0.0130     0.0052
1999 08 30 15   0.0130     0.0052
1999 08 30 16   0.0130     0.0052
1999 08 30 17   0.0130     0.0052
1999 08 30 18   0.0130     0.0052
1999 08 30 19   0.0130     0.0052
1999 08 30 20   0.0130     0.0052
1999 08 30 21   0.0130     0.0049
1999 08 30 22   0.0130     0.0047
1999 08 30 23   0.0130     0.0047
1999 08 31 00   0.0130     0.0047
1999 08 31 01   0.0130     0.0048
1999 08 31 02   0.0130     0.0048
1999 08 31 03   0.0130     0.0046
1999 08 31 04   0.0130     0.0046
1999 08 31 05   0.0130     0.0045
1999 08 31 06   0.0130     0.0045
1999 08 31 07   0.0130     0.0045
1999 08 31 08   0.0130     0.0043
1999 08 31 09   0.0130     0.0043
1999 08 31 10   0.0130     0.0041
1999 08 31 11   0.0130     0.0041
1999 08 31 12   0.0130     0.0039
1999 08 31 13   0.0130     0.0039
1999 08 31 14   0.0130     0.0038
1999 08 31 15   0.0130     0.0037
1999 08 31 16   0.0130     0.0037
1999 08 31 17   0.0130     0.0035
1999 08 31 18   0.0130     0.0034
1999 08 31 19   0.0130     0.0033
1999 08 31 20   0.0130     0.0033
1999 08 31 21   0.0130     0.0032
1999 08 31 22   0.0130     0.0031
1999 08 31 23   0.0130     0.0029
1999 09 01 00   0.0130     0.0029
1999 09 01 01   0.0130     0.0030
1999 09 01 02   0.0130     0.0030
1999 09 01 03   0.0130     0.0028
1999 09 01 04   0.0130     0.0028
1999 09 01 05   0.0130     0.0029
1999 09 01 06   0.0130     0.0029
1999 09 01 07   0.0130     0.0029
1999 09 01 08   0.0130     0.0029
1999 09 01 09   0.0130     0.0029
1999 09 01 10   0.0130     0.0029
1999 09 01 11   0.0130     0.0029
1999 09 01 12   0.0130     0.0034
1999 09 01 13   0.0130     0.0090
1999 09 01 14   0.0130     0.0115
1999 09 01 15   0.0130     0.0115
1999 09 01 16   0.0130     0.0123
1999 09 01 17   0.0130     0.0121
1999 09 01 18   0.0130     0.0103
1999 09 01 19   0.0130     0.0089
1999 09 01 20   0.0130     0.0070
1999 09 01 21   0.0130     0.0062
1999 09 01 22   0.0174     0.0060
1999 09 01 23   0.0174     0.0059
1999 09 02 00   0.0174     0.0059
1999 09 02 01   0.0174     0.0059
1999 09 02 02   0.0174     0.0055
1999 09 02 03   0.0174     0.0056
1999 09 02 04   0.0174     0.0056
1999 09 02 05   0.0174     0.0056
1999 09 02 06   0.0174     0.0056
1999 09 02 07   0.0174     0.0056
1999 09 02 08   0.0174     0.0056
1999 09 02 09   0.0130     0.0056
1999 09 02 10   0.0130     0.0051
1999 09 02 11   0.0130     0.0051
1999 09 02 12   0.0130     0.0051
1999 09 02 13   0.0130     0.0051
1999 09 02 14   0.0130     0.0051
1999 09 02 15   0.0130     0.0051
1999 09 02 16   0.0130     0.0058
1999 09 02 17   0.0130     0.0058
1999 09 02 18   0.0130     0.0058
1999 09 02 19   0.0130     0.0058
1999 09 02 20   0.0130     0.0057
1999 09 02 21   0.0130     0.0057
1999 09 02 22   0.0130     0.0055
1999 09 02 23   0.0130     0.0053
1999 09 03 00   0.0130     0.0053
1999 09 03 01   0.0130     0.0054
1999 09 03 02   0.0130     0.0050
1999 09 03 03   0.0130     0.0049
1999 09 03 04   0.0130     0.0049
1999 09 03 05   0.0130     0.0047
1999 09 03 06   0.0130     0.0047
1999 09 03 07   0.0130     0.0046
1999 09 03 08   0.0130     0.0044
1999 09 03 09   0.0130     0.0043
1999 09 03 10   0.0130     0.0043
1999 09 03 11   0.0130     0.0043
1999 09 03 12   0.0130     0.0043
1999 09 03 13   0.0130     0.0043
1999 09 03 14   0.0130     0.0043
1999 09 03 15   0.0130     0.0042
1999 09 03 16   0.0130     0.0042
1999 09 03 17   0.0130     0.0040
1999 09 03 18   0.0130     0.0039
1999 09 03 19   0.0130     0.0039
1999 09 03 20   0.0130     0.0038
1999 09 03 21   0.0130     0.0035
1999 09 03 22   0.0130     0.0035
1999 09 03 23   0.0130     0.0035
1999 09 04 00   0.0130     0.0034
1999 09 04 01   0.0130     0.0033
1999 09 04 02   0.0130     0.0033
1999 09 04 03   0.0130     0.0033
1999 09 04 04   0.0130     0.0032
1999 09 04 05   0.0130     0.0032
1999 09 04 06   0.0130     0.0032
1999 09 04 07   0.0130     0.0031
1999 09 04 08   0.0130     0.0031
1999 09 04 09   0.0130     0.0028
1999 09 04 10   0.0130     0.0028
1999 09 04 11   0.0130     0.0028
1999 09 04 12   0.0130     0.0026
1999 09 04 13   0.0130     0.0026
1999 09 04 14   0.0130     0.0025
1999 09 04 15   0.0130     0.0025
1999 09 04 16   0.0130     0.0025
1999 09 04 17   0.0130     0.0024
1999 09 04 18   0.0130     0.0024
1999 09 04 19   0.0130     0.0023
1999 09 04 20   0.0130     0.0023
1999 09 04 21   0.0130     0.0022
1999 09 04 22   0.0130     0.0021
1999 09 04 23   0.0130     0.0020
1999 09 05 00   0.0130     0.0020
1999 09 05 01   0.0130     0.0020
1999 09 05 02   0.0130     0.0020
1999 09 05 03   0.0130     0.0020
1999 09 05 04   0.0130     0.0020
1999 09 05 05   0.0130     0.0020
1999 09 05 06   0.0130     0.0020
1999 09 05 07   0.0130     0.0020
1999 09 05 08   0.0130     0.0020
1999 09 05 09   0.0130     0.0019
1999 09 05 10   0.0130     0.0019
1999 09 05 11   0.0130     0.0019
1999 09 05 12   0.0130     0.0016
1999 09 05 13   0.0130     0.0017
1999 09 05 14   0.0130     0.0017
1999 09 05 15   0.0130     0.0017
1999 09 05 16   0.0130     0.0017
1999 09 05 17   0.0130     0.0017
1999 09 05 18   0.0130     0.0017
1999 09 05 19   0.0130     0.0017
1999 09 05 20   0.0130     0.0017
1999 09 05 21   0.0130     0.0017
1999 09 05 22   0.0130     0.0017
1999 09 05 23   0.0130     0.0017
1999 09 06 00   0.0130     0.0017
1999 09 06 01   0.0130     0.0017
1999 09 06 02   0.0130     0.0017
1999 09 06 03   0.0130     0.0017
1999 09 06 04   0.0130     0.0017
1999 09 06 05   0.0130     0.0017
1999 09 06 06   0.0130     0.0017
1999 09 06 07   0.0130     0.0017
1999 09 06 08   0.0130     0.0017
1999 09 06 09   0.0130     0.0017
1999 09 06 10   0.0130     0.0017
1999 09 06 11   0.0130     0.0017
1999 09 06 12   0.0130     0.0018
1999 09 06 13   0.0130     0.0018
1999 09 06 14   0.0130     0.0018
1999 09 06 15   0.0130     0.0018
1999 09 06 16   0.0130     0.0018
1999 09 06 17   0.0130     0.0017
1999 09 06 18   0.0130     0.0017
1999 09 06 19   0.0130     0.0017
1999 09 06 20   0.0130     0.0017
1999 09 06 21   0.0130     0.0017
1999 09 06 22   0.0130     0.0018
1999 09 06 23   0.0130     0.0018
1999 09 07 00   0.0130     0.0018
1999 09 07 01   0.0130     0.0018
1999 09 07 02   0.0130     0.0018
1999 09 07 03   0.0130     0.0018
1999 09 07 04   0.0130     0.0018
1999 09 07 05   0.0130     0.0018
1999 09 07 06   0.0130     0.0018
1999 09 07 07   0.0130     0.0018
1999 09 07 08   0.0130     0.0018
1999 09 07 09   0.0130     0.0018
1999 09 07 10   0.0130     0.0019
1999 09 07 11   0.0130     0.0019
1999 09 07 12   0.0130     0.0019
1999 09 07 13   0.0130     0.0018
1999 09 07 14   0.0130     0.0017
1999 09 07 15   0.0130     0.0017
1999 09 07 16   0.0130     0.0017
1999 09 07 17   0.0130     0.0017
1999 09 07 18   0.0130     0.0017
1999 09 07 19   0.0130     0.0017
1999 09 07 20   0.0130     0.0017
1999 09 07 21   0.0130     0.0017
1999 09 07 22   0.0130     0.0017
1999 09 07 23   0.0130     0.0017
1999 09 08 00   0.0130     0.0017
1999 09 08 01   0.0130     0.0016
1999 09 08 02   0.0130     0.0016
1999 09 08 03   0.0130     0.0016
1999 09 08 04   0.0130     0.0016
1999 09 08 05   0.0130     0.0016
1999 09 08 06   0.0130     0.0016
1999 09 08 07   0.0130     0.0014
1999 09 08 08   0.0130     0.0013
1999 09 08 09   0.0130     0.0013
1999 09 08 10   0.0130     0.0013
1999 09 08 11   0.0130     0.0013
1999 09 08 12   0.0130     0.0014
1999 09 08 13   0.0130     0.0014
1999 09 08 14   0.0130     0.0014
1999 09 08 15   0.0130     0.0014
1999 09 08 16   0.0130     0.0014
1999 09 08 17   0.0130     0.0013
1999 09 08 18   0.0130     0.0013
1999 09 08 19   0.0130     0.0013
1999 09 08 20   0.0130     0.0013
1999 09 08 21   0.0130     0.0013
1999 09 08 22   0.0130     0.0014
1999 09 08 23   0.0130     0.0013
1999 09 09 00   0.0130     0.0013
1999 09 09 01   0.0130     0.0013
1999 09 09 02   0.0130     0.0013
1999 09 09 03   0.0130     0.0013
1999 09 09 04   0.0130     0.0013
1999 09 09 05   0.0130     0.0013
1999 09 09 06   0.0130     0.0013
1999 09 09 07   0.0130     0.0013
1999 09 09 08   0.0093     0.0013
1999 09 09 09   0.0093     0.0013
1999 09 09 10   0.0093     0.0013
1999 09 09 11   0.0093     0.0013
1999 09 09 12   0.0093     0.0013
1999 09 09 13   0.0093     0.0013
1999 09 09 14   0.0093     0.0013
1999 09 09 15   0.0093     0.0013
1999 09 09 16   0.0093     0.0013
1999 09 09 17   0.0093     0.0013
1999 09 09 18   0.0093     0.0013
1999 09 09 19   0.0093     0.0013
1999 09 09 20   0.0093     0.0013
1999 09 09 21   0.0093     0.0013
1999 09 09 22   0.0093     0.0013
1999 09 09 23   0.0093     0.0013
1999 09 10 00   0.0093     0.0013
1999 09 10 01   0.0093     0.0013
1999 09 10 02   0.0093     0.0013
1999 09 10 03   0.0093     0.0013
1999 09 10 04   0.0093     0.0014
1999 09 10 05   0.0093     0.0014
1999 09 10 06   0.0093     0.0014
1999 09 10 07   0.0093     0.0014
1999 09 10 08   0.0093     0.0014
1999 09 10 09   0.0093     0.0014
1999 09 10 10   0.0093     0.0014
1999 09 10 11   0.0093     0.0014
1999 09 10 12   0.0093     0.0014
1999 09 10 13   0.0093     0.0014
1999 09 10 14   0.0093     0.0014
1999 09 10 15   0.0093     0.0014
1999 09 10 16   0.0093     0.0014
1999 09 10 17   0.0093     0.0014
1999 09 10 18   0.0093     0.0015
1999 09 10 19   0.0093     0.0015
1999 09 10 20   0.0093     0.0015
1999 09 10 21   0.0093     0.0016
1999 09 10 22   0.0093     0.0016
1999 09 10 23   0.0093     0.0016
1999 09 11 00   0.0093     0.0016
1999 09 11 01   0.0093     0.0016
1999 09 11 02   0.0093     0.0016
1999 09 11 03   0.0093     0.0016
1999 09 11 04   0.0093     0.0017
1999 09 11 05   0.0093     0.0017
1999 09 11 06   0.0093     0.0017
1999 09 11 07   0.0093     0.0017
1999 09 11 08   0.0093     0.0017
1999 09 11 09   0.0093     0.0017
1999 09 11 10   0.0093     0.0017
1999 09 11 11   0.0093     0.0017
1999 09 11 12   0.0093     0.0018
1999 09 11 13   0.0093     0.0018
1999 09 11 14   0.0093     0.0018
1999 09 11 15   0.0093     0.0018
1999 09 11 16   0.0093     0.0018
1999 09 11 17   0.0093     0.0018
1999 09 11 18   0.0093     0.0018
1999 09 11 19   0.0093     0.0018
1999 09 11 20   0.0093     0.0019
1999 09 11 21   0.0093     0.0019
1999 09 11 22   0.0093     0.0019
1999 09 11 23   0.0093     0.0019
1999 09 12 00   0.0093     0.0019
1999 09 12 01   0.0093     0.0019
1999 09 12 02   0.0093     0.0020
1999 09 12 03   0.0093     0.0020
1999 09 12 04   0.0093     0.0020
1999 09 12 05   0.0093     0.0020
1999 09 12 06   0.0093     0.0020
1999 09 12 07   0.0093     0.0020
1999 09 12 08   0.0093     0.0020
1999 09 12 09   0.0093     0.0020
1999 09 12 10   0.0093     0.0020
1999 09 12 11   0.0093     0.0020
1999 09 12 12   0.0093     0.0020
1999 09 12 13   0.0093     0.0021
1999 09 12 14   0.0093     0.0021
1999 09 12 15   0.0093     0.0021
1999 09 12 16   0.0093     0.0021
1999 09 12 17   0.0093     0.0021
1999 09 12 18   0.0093     0.0021
1999 09 12 19   0.0093     0.0021
1999 09 12 20   0.0093     0.0021
1999 09 12 21   0.0093     0.0021
1999 09 12 22   0.0093     0.0021
1999 09 12 23   0.0093     0.0021
1999 09 13 00   0.0093     0.0021
1999 09 13 01   0.0093     0.0021
1999 09 13 02   0.0093     0.0021
1999 09 13 03   0.0093     0.0021
1999 09 13 04   0.0093     0.0021
1999 09 13 05   0.0093     0.0021
1999 09 13 06   0.0093     0.0021
1999 09 13 07   0.0093     0.0021
