YY	MM	DD	HH	"1"	"2"	tot_average
Interzeptionsverdunstung_in_mm_interception_model
--	--	--	--	0.6693116	0.3306884	1.0000
1999	 5	 1	 1	0.04640	0.05052	0.04777
1999	 5	 1	 2	0.03889	0.02435	0.03408
1999	 5	 1	 3	0.03875	0.02339	0.03367
1999	 5	 1	 4	0.04002	0.02401	0.03473
1999	 5	 1	 5	0.06492	0.02787	0.05267
1999	 5	 1	 6	0.10196	0.03658	0.08034
1999	 5	 1	 7	0.14145	0.04824	0.11063
1999	 5	 1	 8	0.12364	0.04927	0.09905
1999	 5	 1	 9	0.08864	0.04179	0.07315
1999	 5	 1	10	0.08406	0.04413	0.07086
1999	 5	 1	11	0.07925	0.04944	0.06939
1999	 5	 1	12	0.03587	0.02527	0.03237
1999	 5	 1	13	0.00127	0.00111	0.00121
1999	 5	 1	14	0.00000	0.00000	0.00000
1999	 5	 1	15	0.00000	0.00000	0.00000
1999	 5	 1	16	0.00000	0.00000	0.00000
1999	 5	 1	17	0.00000	0.00000	0.00000
1999	 5	 1	18	0.00000	0.00000	0.00000
1999	 5	 1	19	0.00000	0.00000	0.00000
1999	 5	 1	20	0.00000	0.00000	0.00000
1999	 5	 1	21	0.00000	0.00000	0.00000
1999	 5	 1	22	0.00000	0.00000	0.00000
1999	 5	 1	23	0.00000	0.00000	0.00000
1999	 5	 1	24	0.00000	0.00000	0.00000
1999	 5	 2	 1	0.00000	0.00000	0.00000
1999	 5	 2	 2	0.00000	0.00000	0.00000
1999	 5	 2	 3	0.00000	0.00000	0.00000
1999	 5	 2	 4	0.00000	0.00000	0.00000
1999	 5	 2	 5	0.00000	0.00000	0.00000
1999	 5	 2	 6	0.00000	0.00000	0.00000
1999	 5	 2	 7	0.00000	0.00000	0.00000
1999	 5	 2	 8	0.00000	0.00000	0.00000
1999	 5	 2	 9	0.00000	0.00000	0.00000
1999	 5	 2	10	0.00000	0.00000	0.00000
1999	 5	 2	11	0.00000	0.00000	0.00000
1999	 5	 2	12	0.00000	0.00000	0.00000
1999	 5	 2	13	0.00000	0.00000	0.00000
1999	 5	 2	14	0.00000	0.00000	0.00000
1999	 5	 2	15	0.00000	0.00000	0.00000
1999	 5	 2	16	0.00000	0.00000	0.00000
1999	 5	 2	17	0.00000	0.00000	0.00000
1999	 5	 2	18	0.00000	0.00000	0.00000
1999	 5	 2	19	0.00000	0.00000	0.00000
1999	 5	 2	20	0.00000	0.00000	0.00000
1999	 5	 2	21	0.00000	0.00000	0.00000
1999	 5	 2	22	0.00000	0.00000	0.00000
1999	 5	 2	23	0.00000	0.00000	0.00000
1999	 5	 2	24	0.00000	0.00000	0.00000
1999	 5	 3	 1	0.00000	0.00000	0.00000
1999	 5	 3	 2	0.00000	0.00000	0.00000
1999	 5	 3	 3	0.00000	0.00000	0.00000
1999	 5	 3	 4	0.00000	0.00000	0.00000
1999	 5	 3	 5	0.00000	0.00000	0.00000
1999	 5	 3	 6	0.00000	0.00000	0.00000
1999	 5	 3	 7	0.00000	0.00000	0.00000
1999	 5	 3	 8	0.00000	0.00000	0.00000
1999	 5	 3	 9	0.00000	0.00000	0.00000
1999	 5	 3	10	0.00000	0.00000	0.00000
1999	 5	 3	11	0.00000	0.00000	0.00000
1999	 5	 3	12	0.00000	0.00000	0.00000
1999	 5	 3	13	0.00000	0.00000	0.00000
1999	 5	 3	14	0.00000	0.00000	0.00000
1999	 5	 3	15	0.00000	0.00000	0.00000
1999	 5	 3	16	0.00000	0.00000	0.00000
1999	 5	 3	17	0.00000	0.00000	0.00000
1999	 5	 3	18	0.00000	0.00000	0.00000
1999	 5	 3	19	0.00000	0.00000	0.00000
1999	 5	 3	20	0.00000	0.00000	0.00000
1999	 5	 3	21	0.00000	0.00000	0.00000
1999	 5	 3	22	0.00000	0.00000	0.00000
1999	 5	 3	23	0.00000	0.00000	0.00000
1999	 5	 3	24	0.00000	0.00000	0.00000
1999	 5	 4	 1	0.00000	0.00000	0.00000
1999	 5	 4	 2	0.00000	0.00000	0.00000
1999	 5	 4	 3	0.00000	0.00000	0.00000
1999	 5	 4	 4	0.00000	0.00000	0.00000
1999	 5	 4	 5	0.00000	0.00000	0.00000
1999	 5	 4	 6	0.00000	0.00000	0.00000
1999	 5	 4	 7	0.00000	0.00000	0.00000
1999	 5	 4	 8	0.00000	0.00000	0.00000
1999	 5	 4	 9	0.00000	0.00000	0.00000
1999	 5	 4	10	0.00000	0.00000	0.00000
1999	 5	 4	11	0.00000	0.00000	0.00000
1999	 5	 4	12	0.00000	0.00000	0.00000
1999	 5	 4	13	0.00000	0.00000	0.00000
1999	 5	 4	14	0.00000	0.00000	0.00000
1999	 5	 4	15	0.00000	0.00000	0.00000
1999	 5	 4	16	0.00000	0.00000	0.00000
1999	 5	 4	17	0.00000	0.00000	0.00000
1999	 5	 4	18	0.00000	0.00000	0.00000
